ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-a911aee8,Email issue - rise,Act scene center where receive tax player score skill sound prevent gas protect series himself.,Email,Delivery,Resolved,Medium,Dustin,Michelle,2025-10-07T14:47:57.361781
TCK-270bab0c,Hardware issue - bar,Audience me fire product town home beyond beautiful actually you true wide rule government movie fear.,Hardware,Printer,Resolved,Medium,Dennis,Jessica,2025-10-01T14:47:57.361781
TCK-4642eac8,Access issue - listen,Point word instead such class remember finally discussion.,Access,Account Lock,Closed,Medium,Connie,Michelle,2025-10-10T14:47:57.362280
TCK-7350f98f,Hardware issue - hit,Home seven avoid blood nearly like how debate attorney material establish run medical.,Hardware,Monitor,Closed,High,Juan,Dylan,2025-10-02T14:47:57.362280
TCK-fcb621f2,Email issue - vote,Successful in agency stop somebody amount attorney include technology where until already.,Email,Spam,Closed,Low,Michael,Christopher,2025-09-20T14:47:57.362280
TCK-be742f89,Software issue - could,Month boy firm financial sometimes interest near price program.,Software,Patch,Open,Medium,Kevin,Chris,2025-10-09T14:47:57.362280
TCK-7bb6ad0f,Network issue - quality,Cold behavior foot word PM risk deal better east military be.,Network,WiFi,Closed,Critical,Michael,Antonio,2025-10-06T14:47:57.362780
TCK-256a7ef5,Network issue - knowledge,Color successful end indeed level question drive bring who son from.,Network,Router,Open,Critical,Danny,Morgan,2025-10-09T14:47:57.362780
TCK-e412ae5c,Software issue - need,Upon support generation describe couple tough close.,Software,Update,Closed,Low,Anthony,Samantha,2025-10-04T14:47:57.362780
TCK-406c7521,Access issue - quickly,Clear fill move wife personal worry when their study kid commercial he.,Access,2FA,Open,Low,Melanie,Chelsea,2025-10-05T14:47:57.362780
TCK-9744aa36,Access issue - dinner,Sell city recent car expect trade two rock form wish area.,Access,Permissions,In Progress,Medium,Justin,Kayla,2025-09-20T14:47:57.363280
TCK-9d49f971,Email issue - common,Listen measure real task piece television reality business scientist painting attention exactly.,Email,Quota,Closed,Medium,Jeffrey,Annette,2025-09-22T14:47:57.363280
TCK-5d8ca3a6,Hardware issue - bring,Very debate language quite foot wind live only message audience certainly drive street teacher.,Hardware,Keyboard,Closed,Low,Billy,Tonya,2025-09-30T14:47:57.363280
TCK-2cd2e0b8,Software issue - become,However establish reality money treatment win determine stop create tell them style my.,Software,Patch,In Progress,High,Lisa,Andrew,2025-09-28T14:47:57.363788
TCK-2e435a89,Hardware issue - action,Risk somebody police live near fear year difference section spring recognize guess development.,Hardware,Laptop,Open,High,Thomas,Joseph,2025-09-22T14:47:57.363788
TCK-7361176d,Access issue - condition,All week crime central church beyond gas point have wall husband music.,Access,Password,Closed,Critical,Natasha,Drew,2025-09-20T14:47:57.363788
TCK-924abadf,Access issue - wall,Dog per ground wonder citizen bill drive PM may mention ready investment toward Mrs front top.,Access,Permissions,Resolved,Critical,Katherine,Carlos,2025-09-20T14:47:57.363788
TCK-20b2f22c,Software issue - development,Shoulder nor skill everyone myself people likely.,Software,Patch,Resolved,Medium,Martin,Eric,2025-10-02T14:47:57.364283
TCK-500a0039,Software issue - seem,Believe imagine mouth article social big herself food need heart trial.,Software,Update,Open,High,Shelia,Robin,2025-10-04T14:47:57.364283
TCK-afb99e96,Access issue - Republican,Mother common go maybe Mr key left become tend hour help however statement.,Access,Account Lock,Open,Critical,Kimberly,Joshua,2025-10-06T14:47:57.364283
TCK-64547bed,Email issue - hair,Life candidate machine fill station we own trip.,Email,Spam,In Progress,Low,Christina,Patrick,2025-10-09T14:47:57.364782
TCK-0a6113f4,Access issue - yourself,Alone teach prove trouble recent sister discover.,Access,2FA,In Progress,Medium,Miguel,Jacqueline,2025-09-30T14:47:57.364782
TCK-231f471d,Email issue - son,Role research cell image surface across check choose PM body the article situation quickly interview reveal.,Email,Quota,Closed,High,Austin,Kimberly,2025-10-14T14:47:57.364782
TCK-4c022608,Email issue - able,Source indeed media hour deal start outside structure practice likely buy six.,Email,Quota,Resolved,Medium,Andre,Garrett,2025-10-17T14:47:57.364782
TCK-1c608033,Hardware issue - maintain,Option never whatever book believe cell let.,Hardware,Printer,In Progress,Low,Anna,Karen,2025-09-27T14:47:57.365280
TCK-5c05e499,Access issue - artist,Add take so wife appear gas young.,Access,Permissions,Resolved,Low,Tammy,Susan,2025-09-30T14:47:57.365280
TCK-fec16685,Email issue - century,Decide bad hotel rock buy they room goal particular unit.,Email,Quota,Resolved,Medium,Michelle,Ryan,2025-10-01T14:47:57.365280
TCK-d4db6dbe,Network issue - candidate,Call trip Congress design available learn attorney daughter man join.,Network,WiFi,Resolved,Low,Daniel,Jesse,2025-10-01T14:47:57.365780
TCK-0a812b5d,Software issue - street,Candidate matter yourself energy beat common store employee another speech by.,Software,Update,Resolved,High,Robert,Stacey,2025-09-18T14:47:57.365780
TCK-41a0d81e,Access issue - brother,None check success effect need plant group set.,Access,Password,Open,Medium,Michael,Vicki,2025-09-28T14:47:57.365780
TCK-9bec26af,Network issue - there,Figure rest above on fly interview call close.,Network,VPN,In Progress,Critical,John,Courtney,2025-10-12T14:47:57.365780
TCK-fa176d23,Hardware issue - son,Cause example authority treatment wonder main side follow would listen economic series authority remain much believe.,Hardware,Printer,Closed,Critical,Selena,Justin,2025-10-09T14:47:57.366280
TCK-a010c19a,Software issue - see,National authority among budget throw accept win themselves.,Software,OS,Open,High,Thomas,Robin,2025-10-10T14:47:57.366280
TCK-6c79fd7e,Hardware issue - true,Human thank important market successful relate teacher.,Hardware,Laptop,Open,Medium,Thomas,Cheryl,2025-10-13T14:47:57.366280
TCK-dd6061f3,Email issue - sport,These spring office instead tonight process than professor week fill kind successful call.,Email,Quota,Resolved,High,Lori,Alicia,2025-09-19T14:47:57.366780
TCK-9981e86e,Email issue - try,Statement Mrs language upon western road small process out someone.,Email,Outlook,Resolved,High,Shaun,Shirley,2025-09-18T14:47:57.366780
TCK-1b83f695,Access issue - I,Anyone study financial single argue answer thing plan new provide against no accept.,Access,Permissions,Closed,Medium,Robert,Christopher,2025-10-12T14:47:57.366780
TCK-3aa388ca,Access issue - until,Image sell bank simply life challenge bill back shoulder bank suggest environmental carry response just wear.,Access,2FA,Closed,High,Kenneth,Kenneth,2025-09-23T14:47:57.367282
TCK-4d9f36a7,Email issue - ground,Around last too business spend girl perform career on.,Email,Outlook,In Progress,Critical,Karina,Chelsea,2025-10-06T14:47:57.367282
TCK-ae570516,Access issue - finish,Scene identify democratic parent option country close again bed.,Access,Permissions,Open,Critical,Jessica,Carrie,2025-10-07T14:47:57.367282
TCK-7886dfa4,Software issue - protect,Price data hit decision pay how item indicate.,Software,Application,Open,High,Jeremiah,Jesus,2025-09-23T14:47:57.367780
TCK-3d50232b,Software issue - court,Usually hot medical price gas while argue meeting just develop eye different low.,Software,OS,Closed,Critical,Bridget,Sara,2025-09-17T14:47:57.367780
TCK-564702e7,Access issue - camera,Television fill energy process view involve enough expert member important.,Access,Password,Resolved,Critical,Kelsey,Troy,2025-09-26T14:47:57.367780
TCK-9745ca6c,Hardware issue - wall,Century final rate far travel site space fish difference fall difficult others card order this.,Hardware,Keyboard,In Progress,Medium,Casey,David,2025-09-18T14:47:57.367780
TCK-39284468,Software issue - maintain,Employee continue radio off federal whose you from simple dinner interview bit choose amount Mrs employee.,Software,Patch,Closed,High,Jenna,Katrina,2025-09-20T14:47:57.368280
TCK-cf3b5989,Network issue - front,Somebody or word coach somebody animal particular him camera able civil.,Network,VPN,Closed,Low,James,Kristy,2025-10-03T14:47:57.368280
TCK-546b5996,Network issue - star,Wear can modern debate story white among night really.,Network,VPN,In Progress,Critical,Michelle,Alan,2025-09-30T14:47:57.368280
TCK-ba3be8c5,Network issue - save,Light at science police establish think pull hope student glass show sure.,Network,LAN,In Progress,High,Anna,Amanda,2025-10-16T14:47:57.368780
TCK-e5ed5fea,Hardware issue - decision,Visit impact quality can western relationship agreement bed kid mother itself relate identify.,Hardware,Printer,Open,Medium,Devin,Karen,2025-09-17T14:47:57.368780
TCK-eea3a2e1,Hardware issue - debate,Get room task crime leg manager although eight significant edge difficult break entire hundred.,Hardware,Printer,Open,Low,Kelsey,David,2025-10-03T14:47:57.368780
TCK-baad6b1b,Hardware issue - individual,Effect break support receive reach century common.,Hardware,Monitor,Closed,Critical,Christopher,Natasha,2025-10-07T14:47:57.368780
TCK-aeb542c7,Hardware issue - professor,Top popular weight character politics paper will leg medical attorney.,Hardware,Monitor,In Progress,Critical,Timothy,Cindy,2025-09-20T14:47:57.369280
TCK-c53240c2,Email issue - shake,Couple everyone economy hospital admit center start character west long I life million prove wear.,Email,Spam,Closed,Low,Mark,Denise,2025-09-18T14:47:57.369280
TCK-7faadcd1,Network issue - upon,Place activity operation feel able item because important fly describe.,Network,WiFi,Closed,High,Taylor,Kyle,2025-10-08T14:47:57.369280
TCK-22c0331d,Software issue - true,Doctor painting everyone between increase turn also win cost argue consumer trouble.,Software,Application,In Progress,Low,Amy,Cody,2025-10-13T14:47:57.369780
TCK-bde113f3,Network issue - life,Recent police focus amount ball success item game for.,Network,Router,In Progress,Critical,James,Michelle,2025-10-04T14:47:57.369780
TCK-bb688a22,Access issue - hard,Standard boy night PM newspaper thousand parent against may front point movement.,Access,Account Lock,Open,High,Troy,Christina,2025-09-26T14:47:57.370284
TCK-4999df2e,Email issue - foreign,Light dream second teach success economy stage politics.,Email,Outlook,Open,High,Lisa,Alyssa,2025-10-02T14:47:57.370284
TCK-1ac89f96,Email issue - more,Beat local still interview reason word lose nature piece factor character think.,Email,Delivery,Open,Medium,Michelle,Stephanie,2025-09-21T14:47:57.370284
TCK-989a4491,Email issue - loss,Action teacher up safe bad act town be main final world commercial single citizen four beautiful.,Email,Quota,Resolved,Medium,Deanna,Melvin,2025-09-20T14:47:57.370782
TCK-73ff8e66,Network issue - like,Doctor lay lot what somebody dream shake meeting mission safe then authority Republican you.,Network,LAN,Resolved,High,Edgar,Heather,2025-09-17T14:47:57.370782
TCK-3a1957de,Hardware issue - professional,Worry board about might song town friend Republican operation democratic in bring peace billion detail instead.,Hardware,Keyboard,Open,Critical,Wyatt,Sherry,2025-10-02T14:47:57.370782
TCK-33ca2f50,Hardware issue - rule,Go also feel again consumer condition mention defense enjoy exist break themselves manager star perhaps.,Hardware,Monitor,Closed,Medium,Adriana,Kelly,2025-09-26T14:47:57.370782
TCK-bca62034,Access issue - two,Rather myself back experience because brother administration population pay.,Access,2FA,Open,Critical,Jessica,Geoffrey,2025-09-23T14:47:57.371280
TCK-ed1da761,Email issue - write,Every front heart interesting even society far him hospital group appear way say.,Email,Quota,In Progress,Low,Kayla,Matthew,2025-09-26T14:47:57.371280
TCK-bc7461b7,Software issue - realize,Four skill which wrong south matter suffer speech east discuss likely.,Software,Patch,Closed,Critical,Colleen,Lori,2025-10-16T14:47:57.371280
TCK-8d9b1713,Access issue - lot,Apply evening gun very report ever vote.,Access,Account Lock,Open,Medium,David,Gordon,2025-09-17T14:47:57.371780
TCK-709913dd,Hardware issue - hair,Send choose rich when within set second gun however.,Hardware,Monitor,Closed,High,Cynthia,Katherine,2025-10-16T14:47:57.371780
TCK-f31cf286,Email issue - approach,Town concern different discover design happen industry interesting drive attorney member body have see wind.,Email,Spam,Open,High,Samuel,Jennifer,2025-09-19T14:47:57.371780
TCK-eb90fad8,Access issue - surface,Add religious painting tree job this toward marriage financial majority property center over loss.,Access,Permissions,Resolved,Low,Martin,Michael,2025-10-09T14:47:57.372280
TCK-110f8719,Network issue - those,Best officer me teach authority deep rate window hot choice.,Network,LAN,Open,High,Pamela,Brooke,2025-10-06T14:47:57.372280
TCK-c22cb2de,Access issue - person,Growth away attention pass story north young cut last full north.,Access,2FA,Open,Critical,William,Lynn,2025-09-24T14:47:57.372280
TCK-c5730093,Access issue - cup,Hear cold with skill interview compare finish.,Access,Password,Resolved,Medium,Corey,Jennifer,2025-09-30T14:47:57.372780
TCK-34e29a79,Email issue - loss,Address adult reason as sing edge once.,Email,Outlook,Resolved,High,John,Cody,2025-10-02T14:47:57.372780
TCK-17be2ce3,Hardware issue - blood,You edge test entire standard mind government himself.,Hardware,Monitor,Open,High,Michele,Jenny,2025-09-19T14:47:57.372780
TCK-7a0eca58,Hardware issue - experience,Cold not tree agreement maintain maybe practice character where I now him specific.,Hardware,Monitor,Resolved,High,Mario,Allison,2025-10-07T14:47:57.372780
TCK-43654f2f,Software issue - suffer,Family six ahead range item help national fly specific Republican Mr professor serve country oil.,Software,Update,Open,Low,Tracy,Madison,2025-10-12T14:47:57.373280
TCK-f7c2095c,Software issue - war,Understand lawyer former few citizen future suggest.,Software,OS,Resolved,Medium,Crystal,Savannah,2025-09-29T14:47:57.373280
TCK-bf8b41e0,Software issue - as,Actually value cause new set election military well certainly report article address.,Software,Patch,Closed,High,Julie,Craig,2025-10-02T14:47:57.373280
TCK-1c9c3198,Software issue - mention,Care plan pretty one hospital necessary everyone.,Software,Patch,In Progress,Low,Robert,Veronica,2025-09-28T14:47:57.373780
TCK-882a3de7,Email issue - political,Approach themselves final win hour thought book sort present.,Email,Outlook,Resolved,Low,Jennifer,Rebecca,2025-10-04T14:47:57.373780
TCK-cc578683,Network issue - speech,Far least every look second threat office point.,Network,Router,Resolved,High,Tara,Michelle,2025-09-30T14:47:57.373780
TCK-546d9891,Network issue - white,Community agency doctor get where itself hard step lose one.,Network,WiFi,Closed,Low,Lawrence,Toni,2025-10-06T14:47:57.374282
TCK-1f424db6,Software issue - goal,Probably stop throw win member girl contain yourself recent pull response trip somebody billion recently.,Software,Application,Open,Critical,James,Kara,2025-09-17T14:47:57.374282
TCK-1391067a,Access issue - Republican,Admit realize cultural go character share article mention.,Access,Password,Open,High,Paul,Breanna,2025-10-06T14:47:57.374282
TCK-a6619361,Network issue - human,Would bill simple to tax economy measure alone wall little young.,Network,VPN,Open,Low,Ronald,Scott,2025-09-27T14:47:57.374780
TCK-aeb27688,Network issue - note,Hear ever impact network head let hear his down score hard sometimes attorney those within.,Network,WiFi,Closed,Medium,Richard,Jonathan,2025-09-26T14:47:57.374780
TCK-e4a8e306,Access issue - main,Expert tax high option share field president yourself yard.,Access,2FA,Resolved,Low,Eric,Amy,2025-10-15T14:47:57.374780
TCK-46a8317d,Network issue - our,Light service manage I make room force particularly how where doctor.,Network,WiFi,Open,High,Alison,Brian,2025-09-21T14:47:57.375280
TCK-bb3f7e4b,Email issue - poor,American my sport arrive store medical TV claim.,Email,Quota,Closed,Critical,Margaret,Stephanie,2025-10-02T14:47:57.375280
TCK-0d79ae05,Software issue - apply,Voice beautiful voice market person later water class their smile appear like soldier oil anything north.,Software,OS,Resolved,Low,Shannon,David,2025-10-11T14:47:57.375280
TCK-d3785a2c,Access issue - reality,Prove there across business where indeed focus art speech tax civil term.,Access,Account Lock,Resolved,Medium,Dale,Lisa,2025-10-13T14:47:57.375780
TCK-1190ccae,Email issue - you,Own large every really food thus quite machine push wind single public three red positive church.,Email,Spam,Open,High,Jeffrey,Anthony,2025-10-12T14:47:57.375780
TCK-765d20f8,Access issue - yard,Situation story skill goal might spend phone glass hospital project painting.,Access,2FA,In Progress,High,Brian,Sherry,2025-10-05T14:47:57.375780
TCK-441ddcf5,Hardware issue - notice,Account better cultural somebody father environmental recent cover call his partner note explain great.,Hardware,Keyboard,Resolved,Critical,Devin,Kevin,2025-10-06T14:47:57.375780
TCK-8d2a416f,Hardware issue - above,Majority head thought current center recently account where wall help white leg.,Hardware,Printer,Closed,Medium,Veronica,Rebecca,2025-09-19T14:47:57.376280
TCK-035307e6,Hardware issue - real,Site Democrat use within watch its recently answer environment common finish scene.,Hardware,Laptop,Open,Low,Sarah,Jamie,2025-09-30T14:47:57.376280
TCK-3a763c7b,Email issue - between,Hair before fly determine middle go well song safe attack our.,Email,Quota,Open,High,Kyle,Elizabeth,2025-09-23T14:47:57.376280
TCK-3b46a2de,Network issue - politics,Region child number type full probably performance body they financial yes size agent save worker.,Network,WiFi,Open,Medium,Leslie,John,2025-10-15T14:47:57.376780
TCK-e7622b4a,Email issue - unit,Official stage entire garden speech test dinner age certain south example indeed dark example enter later.,Email,Spam,In Progress,Critical,Scott,Tyler,2025-09-29T14:47:57.376780
TCK-a9a5f1fb,Network issue - high,Sense us than clearly must worry firm.,Network,Router,Open,High,Molly,Carla,2025-09-23T14:47:57.376780
TCK-df1cec20,Software issue - free,Shoulder film left support small whatever newspaper free personal throw couple form mind.,Software,Application,In Progress,Medium,Matthew,Joshua,2025-09-22T14:47:57.377282
TCK-6fe346f8,Software issue - serve,Policy early style fast range what candidate second health natural behavior.,Software,Update,In Progress,High,Shawn,Kari,2025-09-25T14:47:57.377282
TCK-92d454cd,Software issue - piece,Early most again miss explain water information partner third agency available quality little.,Software,OS,Resolved,Critical,Jill,Andrew,2025-09-20T14:47:57.377282
TCK-98f42182,Email issue - suggest,Western international impact both out fly garden politics gun.,Email,Outlook,Resolved,Low,Benjamin,Kelly,2025-09-27T14:47:57.377781
TCK-5939a0bc,Software issue - effort,Ahead consumer trial ten than machine through success body future common everybody guy air.,Software,OS,In Progress,Low,Isaac,Cody,2025-10-03T14:47:57.377781
TCK-9f74b15a,Software issue - stop,Future other pressure study again what bed.,Software,Patch,Closed,Low,Nathan,Scott,2025-09-24T14:47:57.377781
TCK-cd4446ab,Network issue - chair,Operation world happen two stop determine little successful growth what exactly compare billion play look develop.,Network,Router,In Progress,Low,Stanley,Robert,2025-09-26T14:47:57.378280
TCK-b91a31d5,Software issue - decide,Race Congress cell woman expect stock season stage degree central free partner people concern base.,Software,Update,Closed,Medium,Sean,Jacob,2025-10-16T14:47:57.378280
TCK-fbf2cc55,Software issue - service,Institution cell statement ten low else goal mean skill brother service than chance what state.,Software,Patch,In Progress,Low,Daniel,Kevin,2025-10-01T14:47:57.378280
TCK-55631e0f,Access issue - cause,Send place behind event none buy agree bank.,Access,Permissions,Resolved,Low,Elizabeth,Joseph,2025-10-17T14:47:57.378780
TCK-f043cab5,Email issue - investment,Short analysis or structure buy account newspaper pattern official anything control.,Email,Outlook,Open,Critical,Joseph,Kelly,2025-09-25T14:47:57.378780
TCK-06e62f40,Software issue - thought,Entire physical lot field feel finish street newspaper.,Software,Patch,Open,Low,Deborah,Joe,2025-09-30T14:47:57.378780
TCK-59f2454f,Email issue - focus,Throw industry everything offer address process area risk blood black color cause car.,Email,Delivery,Resolved,Low,Norma,Rhonda,2025-09-25T14:47:57.379280
TCK-eca78189,Access issue - base,Though piece which offer artist effect green I safe increase policy.,Access,Account Lock,Closed,Low,Shannon,Tina,2025-10-01T14:47:57.379280
TCK-dbdfaa80,Software issue - fund,Rich field early lead system finish see parent that author will fire.,Software,OS,Closed,Critical,Eric,Nicholas,2025-09-26T14:47:57.379280
TCK-4880fd97,Email issue - his,Stuff wall quickly analysis even institution most draw line rate baby job.,Email,Quota,Resolved,Low,Chad,Nancy,2025-09-30T14:47:57.379280
TCK-b8ded961,Software issue - guy,Cost interesting business concern teacher growth month mother cause that increase.,Software,Patch,Open,Medium,Taylor,Erica,2025-10-08T14:47:57.379780
TCK-a0e31d45,Network issue - report,Whose prove blood poor offer record project.,Network,WiFi,Open,Critical,Eric,Michele,2025-10-05T14:47:57.379780
TCK-99c72307,Email issue - similar,Hot day skin indeed full section ahead increase area relate environmental Mr end none born by.,Email,Quota,Resolved,Low,Elizabeth,Carla,2025-10-12T14:47:57.379780
TCK-cad3a269,Access issue - unit,Amount feel mouth window speech move significant everything technology them.,Access,2FA,In Progress,Critical,Samuel,Maureen,2025-09-26T14:47:57.380280
TCK-ba3cd70c,Hardware issue - sister,Simply also attention thing poor trade usually important.,Hardware,Printer,Open,Critical,Alexander,Kevin,2025-09-25T14:47:57.380280
